osmid,geometry,amenity
4398473589,POINT (-122.009572 37.4037948),fast_food
4400612141,POINT (-122.0505477 37.384613),bicycle_parking
4400612142,POINT (-122.0505862 37.3846669),charging_station
4405253790,POINT (-122.0545576 37.379734),bicycle_parking
4407977847,POINT (-121.927911 37.3688373),taxi
4407977877,POINT (-121.922832 37.3647367),car_rental
4407977878,POINT (-121.922778 37.3646862),car_rental
4407977879,POINT (-121.922714 37.3646272),car_rental
4407977880,POINT (-121.922645 37.3645628),car_rental
4407977881,POINT (-121.922578 37.3645011),car_rental
4407977882,POINT (-121.922504 37.3644322),car_rental
4407977883,POINT (-121.922439 37.3643722),car_rental
4407977884,POINT (-121.922994 37.364887),car_rental
4407977885,POINT (-121.922879 37.3647801),car_rental
4407977886,POINT (-121.922936 37.3648333),car_rental
4407977887,POINT (-121.922366 37.3643044),car_rental
4407990433,POINT (-121.9293422 37.3693341),cafe
4407990435,POINT (-121.9295864 37.3692393),fast_food
4407990446,POINT (-121.925697 37.366063),fast_food
4408486725,POINT (-121.8472171 37.3607508),clinic
4410971668,POINT (-122.0637817 37.3815339),bicycle_parking
4426992565,POINT (-122.0314155 37.3772568),bicycle_parking
4426992566,POINT (-122.0321604 37.3774175),parking_entrance
4427018842,POINT (-122.0754895 37.4131557),bicycle_parking
4427018843,POINT (-122.0775213 37.4157093),bicycle_parking
4427018844,POINT (-122.0786304 37.4162081),bicycle_parking
4432094429,POINT (-122.043295 37.3774959),bicycle_parking
4432094430,POINT (-122.0430995 37.3775125),bicycle_parking
4449949190,POINT (-121.9818967 37.3514279),restaurant
4451114380,POINT (-122.0395426 37.3735197),bicycle_parking
4452639097,POINT (-122.050731 37.402811),restaurant
4454433398,POINT (-122.0748015 37.4227693),bicycle_parking
4454433399,POINT (-122.0766838 37.4228529),bicycle_parking
4454433402,POINT (-122.0723782 37.4228963),bicycle_parking
4454433412,POINT (-122.071962 37.4236383),bicycle_parking
4454433413,POINT (-122.0732348 37.4237053),bicycle_parking
4454433414,POINT (-122.075404 37.4238153),bicycle_parking
4454433415,POINT (-122.0773131 37.4242416),bicycle_parking
4462522541,POINT (-121.9883542 37.3306425),toilets
4465638763,POINT (-122.011207 37.3244107),restaurant
4465638764,POINT (-122.011206 37.3238929),cafe
4469461748,POINT (-121.9290637 37.3690747),toilets
4469461924,POINT (-121.9299618 37.3695829),pub
4469475906,POINT (-121.930836 37.3702216),toilets
4469476720,POINT (-121.9299763 37.3698928),toilets
4470622754,POINT (-122.078797 37.4021516),bicycle_parking
4472048925,POINT (-122.0703357 37.4209009),bicycle_parking
4472048926,POINT (-122.0756719 37.4209369),bicycle_parking
4472048927,POINT (-122.0760159 37.4209371),bicycle_parking
4472048930,POINT (-122.07464 37.4209491),bicycle_parking
4472048932,POINT (-122.0771029 37.4209704),bicycle_parking
4472048934,POINT (-122.0742631 37.4210109),bicycle_parking
4472048945,POINT (-122.0710391 37.4211592),bicycle_parking
4472048947,POINT (-122.0719497 37.421169),bicycle_parking
4474939856,POINT (-121.907278 37.252428),post_office
4483152422,POINT (-121.8602661 37.2540125),restaurant
4483287673,POINT (-122.0704738 37.4214692),bicycle_parking
4484548238,POINT (-122.07282 37.4190902),bicycle_parking
4484548239,POINT (-122.0721741 37.4190959),bicycle_parking
4484548241,POINT (-122.0742802 37.4191124),waste_basket
4484548243,POINT (-122.0743053 37.4191201),bicycle_parking
4484548246,POINT (-122.0719232 37.4197492),bicycle_parking
4484548247,POINT (-122.0742832 37.4198319),waste_basket
4484548248,POINT (-122.0742818 37.4198452),bicycle_parking
4484548250,POINT (-122.0721676 37.4200632),bicycle_parking
4484548251,POINT (-122.0748493 37.4202858),bicycle_parking
4484548255,POINT (-122.0742694 37.4203578),bicycle_parking
4484548256,POINT (-122.0730569 37.4203722),bicycle_repair_station
4484724411,POINT (-121.9943455 37.3536108),bicycle_parking
4485067978,POINT (-121.896011 37.3333247),bar
4485067981,POINT (-121.897959 37.3300745),fast_food
4485079660,POINT (-121.8571193 37.3309948),restaurant
4485083269,POINT (-121.936983 37.3524295),telephone
4485110253,POINT (-121.9187549 37.336778),bicycle_parking
4485153089,POINT (-121.893474 37.3356168),bar
4485153091,POINT (-121.8946392 37.3359658),restaurant
4485205972,POINT (-121.897483 37.345966),dentist
4485205973,POINT (-121.8992702 37.3480738),bicycle_parking
4486027189,POINT (-121.9082727 37.3662584),restaurant
4490486816,POINT (-121.9765683 37.3839475),parking
4493650064,POINT (-122.076723 37.4201095),bicycle_parking
4493665872,POINT (-122.072317 37.4185021),bicycle_parking
4493665873,POINT (-122.0715867 37.4181831),bicycle_parking
4493665880,POINT (-122.0703558 37.4195879),bicycle_parking
4493665881,POINT (-122.0707497 37.419659),bicycle_parking
4497457727,POINT (-121.9734479 37.3410035),parking_entrance
4511551061,POINT (-121.89712 37.2758811),kindergarten
4511605323,POINT (-121.8614822 37.3229791),toilets
4538729340,POINT (-122.0596072 37.3744358),bicycle_parking
4539964490,POINT (-121.9755779 37.4219832),bench
4539994189,POINT (-121.9756224 37.4218104),bench
4539994289,POINT (-121.9755082 37.4218895),bench
4542477531,POINT (-122.0717584 37.4273252),bicycle_parking
4542477541,POINT (-122.0715258 37.427012),bicycle_parking
4542477542,POINT (-122.0715278 37.4268374),bicycle_parking
4542477548,POINT (-122.0713171 37.4258215),bicycle_parking
4542477555,POINT (-122.0718281 37.4257296),bicycle_parking
4542477569,POINT (-122.0725958 37.4255745),bicycle_parking
4551476513,POINT (-121.9121 37.2935131),restaurant
4553349076,POINT (-122.07295 37.4177754),charging_station
4553349077,POINT (-122.072253 37.4177808),charging_station
4553349078,POINT (-122.076963 37.4177496),charging_station
4553349079,POINT (-122.076658 37.4180452),charging_station
4553349080,POINT (-122.0722305 37.4179541),bicycle_parking
4553349082,POINT (-122.0729748 37.4185634),bicycle_parking
4553349083,POINT (-122.0735854 37.4179474),bicycle_parking
4553350189,POINT (-122.0751417 37.4181775),bicycle_parking
4553350192,POINT (-122.0764332 37.4182127),bicycle_parking
4553350197,POINT (-122.0770446 37.4182155),bicycle_parking
4554339409,POINT (-121.9303305 37.2606389),restaurant
4559339669,POINT (-122.079041 37.4031497),atm
4559339670,POINT (-122.079037 37.4031652),atm
4562204427,POINT (-121.8536967 37.3646922),bench
4562827100,POINT (-121.9051805 37.3290551),bench
4562827101,POINT (-121.9047952 37.3289929),bench
4562827103,POINT (-121.9073409 37.3440706),bench
4562827104,POINT (-121.9072521 37.3438022),bench
4562827119,POINT (-121.9777161 37.339271),cafe
4570896289,POINT (-121.9828216 37.4045998),cafe
4571872492,POINT (-122.0721939 37.3925167),parking_entrance
4576670646,POINT (-122.036343 37.3699145),dentist
4583461074,POINT (-122.0784132 37.3826072),bar
4583807309,POINT (-122.0768664 37.4200308),cafe
4583807310,POINT (-122.0730446 37.4182297),cafe
4583807311,POINT (-122.0703895 37.4190706),cafe
4583807312,POINT (-122.0771205 37.4212424),cafe
4583807313,POINT (-122.075644 37.4223543),cafe
4583807314,POINT (-122.0710581 37.4260628),cafe
4583807315,POINT (-122.0721068 37.4259766),cafe
4583807316,POINT (-122.0720853 37.4268115),cafe
4583807317,POINT (-122.0712656 37.4269372),cafe
4586833090,POINT (-121.8863783 37.3299662),nightclub
4591757038,POINT (-121.8619003 37.3872748),cafe
4591757039,POINT (-121.8432745 37.3734844),restaurant
4591757040,POINT (-121.8419665 37.3714765),fast_food
4591774140,POINT (-121.845004 37.3695266),fast_food
4591774141,POINT (-121.84528 37.3697184),cafe
4591774144,POINT (-121.8461282 37.371946),restaurant
4591774146,POINT (-121.8506566 37.3653675),cafe
4603174431,POINT (-121.9601782 37.3519965),fast_food
4608063472,POINT (-122.0187511 37.3949448),library
4636096764,POINT (-121.9880202 37.3978023),drinking_water
4636102278,POINT (-121.9889372 37.3960786),drinking_water
4636102279,POINT (-121.9897203 37.3954488),drinking_water
4636106907,POINT (-121.9922228 37.3973166),bench
4636106908,POINT (-121.9915188 37.3973102),bench
4636106909,POINT (-121.9929832 37.3970843),bench
4636106910,POINT (-121.9932984 37.3971429),bench
4636106911,POINT (-121.9940521 37.3968574),bench
4636106912,POINT (-121.9949024 37.3968584),bench
4636111899,POINT (-121.994935 37.397356),public_bookcase
4636129835,POINT (-122.0505439 37.3969849),fountain
4636129836,POINT (-122.0517142 37.395322),fountain
4636129883,POINT (-122.0539068 37.3972781),fountain
4636129988,POINT (-122.0551564 37.3999002),fountain
4636129989,POINT (-122.0545162 37.3997501),fountain
4641748403,POINT (-121.8937299 37.3494738),music_school
4641748422,POINT (-121.8884607 37.34345),library
4641775918,POINT (-121.9509012 37.3142249),restaurant
4641775928,POINT (-121.950799 37.3142271),dentist
4642809821,POINT (-121.8566177 37.3316042),bar
4642809822,POINT (-121.8563163 37.3315572),restaurant
4642809823,POINT (-121.8583541 37.3324698),restaurant
4642809824,POINT (-121.856707 37.33169),fast_food
4642809825,POINT (-121.857464 37.3315739),post_office
4642809828,POINT (-121.856579 37.3317701),ice_cream
4642809829,POINT (-121.85943 37.3294475),prep_school
4642809830,POINT (-121.8566629 37.3316469),doctors
4645271289,POINT (-121.93244 37.2895386),restaurant
4654877589,POINT (-121.992334 37.3213616),bank
4663460691,POINT (-121.9225896 37.3047231),pharmacy
4664342089,POINT (-121.8543901 37.2686535),atm
4666628584,POINT (-122.0652588 37.3861939),bicycle_parking
4666636704,POINT (-122.0671096 37.3860916),bicycle_parking
4666636717,POINT (-122.0701237 37.3882782),bicycle_parking
4666636718,POINT (-122.0701315 37.3883504),bicycle_parking
4676856323,POINT (-121.9546359 37.4015543),bench
4676856344,POINT (-121.9546193 37.4016601),bench
4676856358,POINT (-121.9545702 37.4017321),bench
4676856360,POINT (-121.954335 37.4017362),bench
4676856361,POINT (-121.9538877 37.4017449),bench
4676856362,POINT (-121.9542741 37.4017613),bench
4676856363,POINT (-121.953801 37.4017821),bench
4676856366,POINT (-121.9548266 37.4017961),bench
4676856368,POINT (-121.9546353 37.401822),bench
4676856370,POINT (-121.9547336 37.4018243),bench
4676856372,POINT (-121.9548538 37.4018333),bench
4676856377,POINT (-121.9540724 37.4018497),bench
4676856495,POINT (-121.9545009 37.4020459),bench
4676856527,POINT (-121.9546744 37.4023061),bench
4685660793,POINT (-121.978165 37.3076478),fuel
4702078768,POINT (-122.018895 37.3218414),restaurant
4702958691,POINT (-121.977818 37.309029),restaurant
4705946981,POINT (-122.0786802 37.4183022),bicycle_parking
4706056291,POINT (-121.961362 37.3234888),car_rental
4706061492,POINT (-121.977257 37.3086227),fast_food
4706074289,POINT (-121.97782 37.309452),fast_food
4706077390,POINT (-121.9770587 37.3083392),cafe
4706176389,POINT (-121.9957175 37.3089274),veterinary
4714356892,POINT (-121.993773 37.2925139),restaurant
4715457056,POINT (-121.9472647 37.349012),restaurant
4717298693,POINT (-122.0758151 37.3785354),post_box
4726882230,POINT (-121.984225 37.2975425),music_school
4726899789,POINT (-121.950512 37.308539),fuel
4726930203,POINT (-121.9619892 37.4154258),waste_basket
4726930204,POINT (-121.9620789 37.4149051),waste_basket
4728281045,POINT (-122.0149312 37.2715993),place_of_worship
4728721933,POINT (-122.0747554 37.3784509),bicycle_parking
4728721934,POINT (-122.0756722 37.3786992),bicycle_parking
4728721935,POINT (-122.0740446 37.3794248),bicycle_parking
4733467121,POINT (-122.0403949 37.3363973),bar
4740928376,POINT (-122.0767547 37.3772289),bicycle_parking
4740928377,POINT (-122.0763443 37.377887),bicycle_parking
4742123414,POINT (-121.944155 37.3261577),restaurant
4745733743,POINT (-122.031773 37.2926628),cafe
4755924426,POINT (-122.0773842 37.3885257),bicycle_parking
4763466546,POINT (-122.077158 37.4215091),charging_station
4763481171,POINT (-122.0749035 37.3798006),cafe
4765740821,POINT (-122.0012244 37.3432911),toilets
4765740822,POINT (-122.0017399 37.3427637),toilets
4765743604,POINT (-121.9976627 37.3449881),toilets
4765743605,POINT (-121.9977217 37.344999),toilets
4765780778,POINT (-121.8861483 37.3355766),bank
4765780779,POINT (-121.889326 37.3339919),atm
4765780781,POINT (-121.8926267 37.3407738),waste_basket
4765780782,POINT (-121.8891967 37.3370396),pub
4765780787,POINT (-121.890182 37.3353595),fast_food
4765780791,POINT (-121.8864278 37.3366082),bank
4765780798,POINT (-121.8889242 37.3340455),waste_basket
4765780799,POINT (-121.8877908 37.3372707),restaurant
4765780803,POINT (-121.8878257 37.3340953),ice_cream
4765780804,POINT (-121.8918813 37.3392539),bench
4765780806,POINT (-121.8877373 37.3339789),fast_food
4765780807,POINT (-121.8906152 37.3379716),waste_basket
4765780809,POINT (-121.889765 37.3353456),bar
4765780813,POINT (-121.8884642 37.3336347),cafe
4765780816,POINT (-121.8908247 37.338167),waste_basket
4765780818,POINT (-121.8889605 37.3341777),waste_basket
4765780819,POINT (-121.8904614 37.3378913),waste_basket
4765783221,POINT (-121.891755 37.3392483),bench
4766343040,POINT (-121.894453 37.3832658),cafe
4766343041,POINT (-121.894653 37.3830183),fast_food
4766343042,POINT (-121.894546 37.3831596),fast_food
4770037324,POINT (-121.977723 37.3060517),restaurant
4770055623,POINT (-121.977932 37.3057078),restaurant
4770074023,POINT (-121.97784 37.3059783),restaurant
4777956655,POINT (-121.8913967 37.3386725),bench
4777956656,POINT (-121.8914176 37.3389336),bench
4785296995,POINT (-121.8916105 37.3389617),bench
4785296996,POINT (-121.8911895 37.338722),bench
4785296998,POINT (-121.8916149 37.3381237),bench
4785296999,POINT (-121.8910988 37.3382255),bench
4785297003,POINT (-121.8944079 37.3365696),fast_food
4785297004,POINT (-121.8916436 37.3383783),bench
4785297007,POINT (-121.891461 37.3388431),bench
4785297008,POINT (-121.8913022 37.3385606),bench
4785297009,POINT (-121.891637 37.3383072),bench
4785297010,POINT (-121.8919446 37.3387904),bench
4785297011,POINT (-121.89148 37.3388489),bench
4785297012,POINT (-121.8913398 37.3386608),bench
4785297013,POINT (-121.8913999 37.3386485),bench
4785297014,POINT (-121.891276 37.3381394),bench
4785297015,POINT (-121.8909649 37.3383176),bench
4785297016,POINT (-121.8921683 37.3389868),bench
4785297017,POINT (-121.8915636 37.3382985),bench
4785297018,POINT (-121.8910819 37.3383644),bench
4785297019,POINT (-121.8921258 37.3388828),bench
4785297020,POINT (-121.8944297 37.3364297),bar
4785297221,POINT (-121.894126 37.3365494),fast_food
4785297222,POINT (-121.8912787 37.3385379),bench
4785297224,POINT (-121.891613 37.338969),bench
4785297225,POINT (-121.8911701 37.3387076),bench
4785297226,POINT (-121.8913467 37.3386446),bench
4785297227,POINT (-121.8914675 37.3388924),bench
4785297230,POINT (-121.8943375 37.3364677),restaurant
4785297231,POINT (-121.894298 37.3366206),toilets
4785297232,POINT (-121.894312 37.3366655),toilets
4785297233,POINT (-121.8922567 37.3390083),bench
4785297234,POINT (-121.8914087 37.3389236),bench
4785297236,POINT (-121.8940759 37.3364056),atm
4785297237,POINT (-121.8914491 37.338881),bench
4785297240,POINT (-121.894381 37.3365298),fast_food
4785297241,POINT (-121.8921162 37.3391069),bench
4785300412,POINT (-121.893279 37.3353836),restaurant
4785300413,POINT (-121.8939659 37.3362858),restaurant
4785300414,POINT (-121.8939969 37.3363314),restaurant
4785300415,POINT (-121.8934043 37.3355202),pub
4789168521,POINT (-121.8893539 37.3337122),cafe
4789180021,POINT (-121.8869406 37.3309624),restaurant
4795448921,POINT (-121.9742708 37.3427847),toilets
4795456189,POINT (-121.9750667 37.3414482),fountain
4795456190,POINT (-121.9754032 37.3419496),fountain
4795499625,POINT (-121.9752248 37.3406556),toilets
4796196534,POINT (-121.8531683 37.3326881),restaurant
4797406237,POINT (-121.8862223 37.3300715),restaurant
4797416628,POINT (-121.8866812 37.3309764),telephone
4797416825,POINT (-121.8864193 37.3300772),nightclub
4797416826,POINT (-121.8865242 37.3298868),bar
4797416828,POINT (-121.885854 37.3304491),restaurant
4797416829,POINT (-121.8867007 37.3306511),bar
4797429122,POINT (-121.8873601 37.3334308),cafe
4811058204,POINT (-121.9627127 37.2562935),parking_entrance
4811058205,POINT (-121.9637242 37.2559442),parking_entrance
4812730021,POINT (-121.9007132 37.3082691),ice_cream
4818771821,POINT (-121.888029 37.3371755),atm
4819073531,POINT (-121.915917 37.3654315),fast_food
4819074921,POINT (-121.9206028 37.3693197),restaurant
4821635514,POINT (-121.9368297 37.3235872),restaurant
4826012566,POINT (-121.948405 37.3218758),fountain
4826018461,POINT (-121.948283 37.3198752),fountain
4826018462,POINT (-121.947869 37.3198744),fountain
4833597321,POINT (-121.8866695 37.3353391),cafe
4833597322,POINT (-121.8863083 37.3355079),fast_food
4833597421,POINT (-121.8859736 37.3354681),atm
4837488421,POINT (-121.891115 37.3345043),atm
4837889879,POINT (-122.0789194 37.392382),nightclub
4837889880,POINT (-122.0790294 37.3924139),cafe
4840308567,POINT (-121.9448928 37.2851802),parking_entrance
4840308569,POINT (-121.9451266 37.2848787),parking_entrance
4842663893,POINT (-121.913893 37.3036152),fast_food
4842663894,POINT (-121.9138993 37.3037995),bicycle_parking
4843016807,POINT (-122.0325692 37.3768533),parking_entrance
4848410336,POINT (-121.9538554 37.2619277),bench
4853674929,POINT (-121.925664 37.3660255),restaurant
4853716325,POINT (-121.925609 37.365974),restaurant
4853719827,POINT (-121.924126 37.3649213),atm
4853720032,POINT (-121.9240225 37.3645523),pub
4861965721,POINT (-121.9053264 37.4259218),restaurant
4867458368,POINT (-121.9225947 37.3507245),restaurant
4867513355,POINT (-121.926424 37.3667088),atm
4868750591,POINT (-121.8628199 37.2511708),restaurant
4868754882,POINT (-121.8627826 37.2512949),fast_food
4868754883,POINT (-121.8626393 37.2512866),fast_food
4868754884,POINT (-121.8623971 37.2512783),fast_food
4868754885,POINT (-121.8622447 37.2512482),fast_food
4868754886,POINT (-121.8626386 37.2513869),fast_food
4868754887,POINT (-121.8625742 37.2512504),cafe
4868754888,POINT (-121.862507 37.2514186),cafe
4868754889,POINT (-121.8624413 37.2513445),fast_food
4868754890,POINT (-121.8625034 37.2514675),food_court
4868754891,POINT (-121.8620328 37.2512622),restaurant
4873109329,POINT (-121.88413 37.3394857),restaurant
4873109330,POINT (-121.884198 37.3395625),restaurant
4875101904,POINT (-122.029538 37.3889491),waste_basket
4875101905,POINT (-122.029739 37.3892202),waste_basket
4875101906,POINT (-122.0295505 37.3892132),waste_basket
4875101907,POINT (-122.0284512 37.3886455),waste_basket
4875101908,POINT (-122.0286041 37.388607),recycling
4875101909,POINT (-122.0282506 37.3885808),vending_machine
4875101910,POINT (-122.0283094 37.3886012),waste_basket
4875101911,POINT (-122.0294164 37.3888935),waste_basket
4875101912,POINT (-122.0294279 37.3889273),smoking_station
4875108162,POINT (-122.0295881 37.3882343),kiddie_ride
4875108163,POINT (-122.0296054 37.3881891),bicycle_parking
4875108164,POINT (-122.0296971 37.3882261),waste_basket
4875108165,POINT (-122.0297153 37.3882279),smoking_station
4875108166,POINT (-122.0299077 37.3882729),smoking_station
4875108167,POINT (-122.0300105 37.388292),smoking_station
4875108168,POINT (-122.0300241 37.3882952),waste_basket
4875108169,POINT (-122.0301636 37.3883081),smoking_station
4875108170,POINT (-122.0301595 37.3883226),waste_basket
4875108171,POINT (-122.029466 37.3886796),vending_machine
4875108172,POINT (-122.0294732 37.3886616),vending_machine
4875108173,POINT (-122.0294732 37.3886465),kiddie_ride
4875108174,POINT (-122.029582 37.3882529),vending_machine
4875108175,POINT (-122.0295946 37.388215),vending_machine
4875108176,POINT (-122.0296409 37.3882525),waste_basket
4875108217,POINT (-122.030419 37.3883432),waste_basket
4876220830,POINT (-122.0541235 37.3736746),fast_food
4876220831,POINT (-122.0542608 37.3737136),restaurant
4876323013,POINT (-121.9351457 37.2628025),fast_food
4876323015,POINT (-121.9350036 37.2629263),training
4876323017,POINT (-121.934543 37.262924),pharmacy
4876323020,POINT (-121.934033 37.2628157),bank
4876323121,POINT (-121.933949 37.2628156),post_office
4876323123,POINT (-121.9338133 37.2628204),fast_food
4876323125,POINT (-121.933567 37.2628114),bank
4876323127,POINT (-121.9332321 37.2628162),restaurant
4876323129,POINT (-121.933345 37.2622736),fast_food
4876323130,POINT (-121.933345 37.2622221),ice_cream
4876323131,POINT (-121.9332685 37.2621495),restaurant
4876323132,POINT (-121.93396 37.2626969),post_box
4876365621,POINT (-121.941039 37.2665734),fuel
4876893915,POINT (-121.9950878 37.4041262),cafe
4876950399,POINT (-121.995898 37.4112122),drinking_water
4877499595,POINT (-121.9599008 37.3518693),fast_food
4877499738,POINT (-121.9619026 37.3529796),restaurant
4878682295,POINT (-121.9370467 37.3524588),recycling
4878743819,POINT (-121.881127 37.3362766),food_court
4878743820,POINT (-121.88147 37.3363743),restaurant
4878746022,POINT (-121.881288 37.3363698),fast_food
4878746023,POINT (-121.881268 37.3364561),fast_food
4878746025,POINT (-121.88117 37.3364902),fast_food
4878746028,POINT (-121.881018 37.33646),fast_food
4878803697,POINT (-121.911004 37.3419479),bank
4878841125,POINT (-121.9497151 37.314272),fast_food
4878841126,POINT (-121.949719 37.3154773),restaurant
4878855138,POINT (-121.9481648 37.3153941),kindergarten
4879438208,POINT (-122.0306616 37.3908931),smoking_station
4879438209,POINT (-122.0305883 37.3910904),smoking_station
4879438222,POINT (-122.0315029 37.3910354),parking_entrance
4879505221,POINT (-122.006809 37.3227653),fast_food
4880523231,POINT (-121.8861812 37.3387534),kindergarten
4880523232,POINT (-121.88821 37.3371625),post_box
4880543581,POINT (-121.933126 37.3445873),fast_food
4880847610,POINT (-122.0794149 37.3935438),nightclub
4880978207,POINT (-121.9224529 37.3409392),clinic
4881063480,POINT (-121.889756 37.3360826),police
4881069799,POINT (-121.9172874 37.3357324),post_box
4881069800,POINT (-121.9173357 37.335775),post_box
4881069803,POINT (-121.922271 37.3399293),post_box
4881069804,POINT (-121.922313 37.3399655),post_box
4881077934,POINT (-121.8523216 37.3067061),studio
4881892965,POINT (-121.905136 37.3315813),cooking_school
4881917606,POINT (-121.8949584 37.3823728),restaurant
4881917607,POINT (-121.8950549 37.3823131),restaurant
4881917615,POINT (-121.8967226 37.3830853),fast_food
4881926872,POINT (-121.8965475 37.33575),dojo
4882119479,POINT (-121.8898576 37.3354792),cafe
4882372703,POINT (-121.9020573 37.3519859),doctors
4882405522,POINT (-121.918427 37.336364),dentist
4882433704,POINT (-121.8934901 37.3354883),theatre
4882433705,POINT (-121.8940484 37.3364018),restaurant
4883094164,POINT (-121.8944603 37.3302606),parking_entrance
4883487534,POINT (-121.8730587 37.3162078),school
4883487535,POINT (-121.8724766 37.3164765),school
4883501825,POINT (-121.883588 37.3399142),college
4883524694,POINT (-121.904536 37.3316001),clinic
4884446866,POINT (-121.9035495 37.3296812),vending_machine
4884446867,POINT (-121.9025652 37.3298865),ticket_validator
4884446868,POINT (-121.9026073 37.3298556),ticket_validator
4884446870,POINT (-121.9026091 37.3299098),vending_machine
4884928809,POINT (-122.0769256 37.3939698),doctors
4885064063,POINT (-122.078175 37.4197524),post_box
4885266589,POINT (-122.078733 37.4174187),dentist
4885266590,POINT (-122.0788577 37.4174219),studio
4885266591,POINT (-122.0789636 37.4174304),training
4885266597,POINT (-122.077897 37.4172547),post_box
4885266603,POINT (-122.0775917 37.4159286),dentist
4885268321,POINT (-122.0768661 37.4159754),dentist
4885268322,POINT (-122.0763163 37.4157091),caterer
4885268339,POINT (-122.0731518 37.413835),theatre
4885298344,POINT (-121.8909044 37.3366748),toilets
4885305729,POINT (-121.913945 37.3236852),ice_cream
4885349490,POINT (-121.9223844 37.3403825),recycling
4885371356,POINT (-121.9362365 37.3534548),ticket_validator
4885371357,POINT (-121.9361077 37.3534036),waste_basket
4885818779,POINT (-121.857298 37.332314),restaurant
4885818780,POINT (-121.8575146 37.3317108),restaurant
4885818781,POINT (-121.8576282 37.3316347),restaurant
4885818782,POINT (-121.8578968 37.3319302),construction
4885818785,POINT (-121.8569631 37.3338293),police
4885818801,POINT (-121.856835 37.3333619),fountain
4885818805,POINT (-121.8575878 37.3335467),toilets
4885837994,POINT (-121.892066 37.3527362),cafe
4885837996,POINT (-121.8968935 37.3501429),recycling
4886343819,POINT (-121.91102 37.3292582),kindergarten
4886372572,POINT (-121.9208104 37.3402048),school
4886372573,POINT (-121.920679 37.3400939),kindergarten
4886387795,POINT (-121.855017 37.3308155),dentist
4887413302,POINT (-121.992665 37.3515906),restaurant
4887413308,POINT (-121.9910817 37.3519344),restaurant
4887414390,POINT (-121.962254 37.3519925),bank
4890126719,POINT (-121.9387818 37.3551511),charging_station
4892309594,POINT (-121.895739 37.3484989),restaurant
4892309595,POINT (-121.8957365 37.3485714),dentist
4894364757,POINT (-121.9966951 37.3703848),bicycle_parking
4894364758,POINT (-121.9966951 37.3704178),vending_machine
4894364759,POINT (-121.996378 37.3706715),bench
4894364760,POINT (-121.996384 37.370421),bench
4894364761,POINT (-121.996489 37.3706779),bench
4894364762,POINT (-121.9964966 37.3704285),bench
4894364763,POINT (-121.9958059 37.3706597),bench
4894364764,POINT (-121.9958247 37.3703922),bench
4894364765,POINT (-121.9975454 37.3707152),bench
4894364766,POINT (-121.9975829 37.3707173),bench
4894364767,POINT (-121.9977438 37.370729),bench
4894364768,POINT (-121.9977854 37.370729),bench
4894364769,POINT (-121.9980536 37.3707887),bicycle_parking
4894364770,POINT (-121.998008 37.3707866),bicycle_parking
4894364771,POINT (-121.9979638 37.3707823),bicycle_parking
4895055266,POINT (-121.8854973 37.3355084),cafe
4895181098,POINT (-121.9069319 37.3168525),bank
4896973622,POINT (-121.8931451 37.3310428),parking_entrance
4897025705,POINT (-121.884612 37.3323837),fast_food
4897025708,POINT (-121.89417 37.3366085),fast_food
4897044481,POINT (-121.9116223 37.343298),dojo
4897049153,POINT (-121.9105241 37.3312816),car_rental
4897121960,POINT (-121.8841999 37.3432674),telephone
4897129230,POINT (-121.911265 37.3317644),restaurant
4901454619,POINT (-121.8900021 37.3358691),bicycle_parking
4901456123,POINT (-121.889676 37.3361047),bar
4901456124,POINT (-121.8895999 37.3361373),fast_food
4904228821,POINT (-122.0692649 37.3794679),waste_basket
4908165815,POINT (-121.8893693 37.3305775),clock
4908286780,POINT (-121.8900825 37.3281477),parking_entrance
4908408852,POINT (-121.893575 37.3364848),charging_station
4908438065,POINT (-121.8870117 37.3310676),restaurant
4908438066,POINT (-121.8896993 37.3305856),bar
4908438067,POINT (-121.8894793 37.3306795),bar
4908500237,POINT (-121.9011479 37.3565689),restaurant
4909298584,POINT (-121.8949284 37.334342),bar
4909658725,POINT (-121.976619 37.4263665),police
4909658756,POINT (-121.9755598 37.4255033),parking_space
4909658757,POINT (-121.9755008 37.4255012),parking_space
4909710423,POINT (-121.9754022 37.4250491),parking_space
4909710424,POINT (-121.9755471 37.4250448),parking_space
4909814757,POINT (-122.0317948 37.313978),restaurant
4911611922,POINT (-121.949094 37.3206754),ice_cream
4913368126,POINT (-121.9696365 37.3809915),parking_entrance
4913656027,POINT (-121.9450404 37.3226703),parking_entrance
4913798268,POINT (-121.9539333 37.3241153),parking_entrance
4913798287,POINT (-121.95318 37.3236924),parking_entrance
4915141686,POINT (-122.0648729 37.3755364),parking_entrance
4915149886,POINT (-122.0639111 37.3746486),parking_entrance
4915465190,POINT (-122.0183536 37.406236),parking_entrance
4920372250,POINT (-122.0282473 37.4104309),bicycle_parking
4923823353,POINT (-121.9949255 37.4040551),fast_food
4925883860,POINT (-121.9291552 37.4141584),bicycle_parking
4925883861,POINT (-121.9299945 37.4144541),bicycle_parking
4929794306,POINT (-121.945698 37.4093603),restaurant
4934709600,POINT (-121.8859462 37.3296939),nightclub
4934976690,POINT (-121.8836044 37.3398544),training
4936514261,POINT (-121.9297746 37.3873849),bank
4936654193,POINT (-121.923518 37.3818331),studio
4936654194,POINT (-121.923113 37.3821655),studio
